Year,Region,Race or Ethnicity,Sex,Age Group,Firearm Deaths,Alcohol-Related Deaths,Suicide Deaths
2006,NYC,White Non Hispanic,M,55-64,0,1,0
2006,NYC,Not Stated,M,Total,0,0,0
2006,NYC,Not Stated,F,Total,0,0,0
2006,NYC,Not Stated,F,75-84,0,0,0
2006,NYC,Not Stated,M,45-54,0,0,0
2006,NYC,Hispanic,M,Total,379,1115,319
2006,NYC,Hispanic,F,Total,31,393,110
2006,NYC,Hispanic,M,<1,0,2,0
2006,NYC,Hispanic,F,<1,0,2,0
2006,NYC,Hispanic,M,85+,1,21,6
2006,NYC,Hispanic,F,85+,0,25,4
2006,NYC,Hispanic,M,75-84,4,79,23
2006,NYC,Hispanic,F,75-84,0,57,7
2006,NYC,Hispanic,M,65-74,11,167,21
2006,NYC,Hispanic,F,65-74,2,73,8
2006,NYC,Hispanic,M,55-64,14,365,49
2006,NYC,Hispanic,F,55-64,2,102,14
2006,NYC,Hispanic,M,45-54,25,353,77
2006,NYC,Hispanic,F,45-54,4,89,34
2006,NYC,Hispanic,M,35-44,47,104,54
2006,NYC,Hispanic,F,35-44,4,37,17
2006,NYC,Hispanic,M,25-34,130,24,58
2006,NYC,Hispanic,F,25-34,7,7,15
2006,NYC,Hispanic,M,20-24,106,0,23
2006,NYC,Hispanic,F,20-24,3,1,5
2006,NYC,Hispanic,M,10-19,39,0,8
2006,NYC,Hispanic,F,10-19,7,0,6
2006,NYC,Hispanic,M,1-9,2,0,0
2006,NYC,Hispanic,F,1-9,2,0,0
2006,NYC,Black Non Hispanic,M,Total,0,0,0
2006,NYC,Black Non Hispanic,F,Total,0,0,0
2006,NYC,Black Non Hispanic,F,85+,0,0,0
2006,NYC,Black Non Hispanic,F,65-74,0,0,0
2006,NYC,Black Non Hispanic,M,45-54,0,0,0
2006,NYC,Black Non Hispanic,F,45-54,0,0,0
2006,NYC,Black Non Hispanic,F,35-44,0,0,0
2006,NYC,Black Non Hispanic,M,10-19,0,0,0
2005,ROS,White Non Hispanic,M,Total,0,5,1
2005,ROS,White Non Hispanic,F,Total,0,3,0
2005,ROS,White Non Hispanic,M,<1,0,0,0
2005,ROS,White Non Hispanic,F,<1,0,0,0
2005,ROS,White Non Hispanic,M,85+,0,1,0
2005,ROS,White Non Hispanic,F,85+,0,0,0
2005,ROS,White Non Hispanic,M,75-84,0,1,0
2005,ROS,White Non Hispanic,F,75-84,0,2,0
2005,ROS,White Non Hispanic,M,65-74,0,0,0
2005,ROS,White Non Hispanic,F,65-74,0,0,0
2005,ROS,White Non Hispanic,M,55-64,0,0,0
2005,ROS,White Non Hispanic,F,55-64,0,0,0
2005,ROS,White Non Hispanic,M,45-54,0,2,1
2005,ROS,White Non Hispanic,F,45-54,0,0,0
2005,ROS,White Non Hispanic,M,35-44,0,0,0
2005,ROS,White Non Hispanic,F,35-44,0,1,0
2005,ROS,White Non Hispanic,M,25-34,0,1,0
2005,ROS,White Non Hispanic,M,20-24,0,0,0
2005,ROS,Other Non Hispanic,M,Total,0,0,0
2005,ROS,Other Non Hispanic,F,Total,0,0,0
2005,ROS,Other Non Hispanic,M,85+,0,0,0
2005,ROS,Other Non Hispanic,F,75-84,0,0,0
2005,ROS,Other Non Hispanic,F,65-74,0,0,0
2005,ROS,Other Non Hispanic,F,20-24,0,0,0
2005,ROS,Other Non Hispanic,F,1-9,0,0,0
2005,ROS,Not Stated,M,Total,0,1,0
2005,ROS,Not Stated,F,Total,0,0,0
2005,ROS,Not Stated,M,<1,0,0,0
2005,ROS,Not Stated,F,85+,0,0,0
2005,ROS,Not Stated,M,75-84,0,0,0
2005,ROS,Not Stated,F,75-84,0,0,0
2005,ROS,Not Stated,M,65-74,0,1,0
2005,ROS,Not Stated,M,55-64,0,0,0
2005,ROS,Not Stated,F,35-44,0,0,0
2005,ROS,Not Stated,M,25-34,0,0,0
2005,ROS,Hispanic,M,Total,509,1448,699
2005,ROS,Hispanic,F,Total,62,596,156
2005,ROS,Hispanic,M,<1,0,0,0
2005,ROS,Hispanic,F,<1,0,1,0
2005,ROS,Hispanic,M,85+,11,48,16
2005,ROS,Hispanic,F,85+,0,42,6
2005,ROS,Hispanic,M,75-84,33,182,43
2005,ROS,Hispanic,F,75-84,2,120,8
2005,ROS,Hispanic,M,65-74,29,257,44
2005,ROS,Hispanic,F,65-74,2,128,12
2005,ROS,Hispanic,M,55-64,67,382,102
2005,ROS,Hispanic,F,55-64,7,124,27
2005,ROS,Hispanic,M,45-54,94,387,143
2005,ROS,Hispanic,F,45-54,13,128,36
2005,ROS,Hispanic,M,35-44,86,139,153
2005,ROS,Hispanic,F,35-44,16,44,34
2005,ROS,Hispanic,M,25-34,74,32,83
2005,ROS,Hispanic,F,25-34,9,4,18
2005,ROS,Hispanic,M,20-24,75,16,73
2005,ROS,Hispanic,F,20-24,9,4,11
2005,ROS,Hispanic,M,10-19,40,5,42
2005,ROS,Hispanic,F,10-19,4,1,4
2005,ROS,Hispanic,M,1-9,0,0,0
2005,ROS,Hispanic,F,1-9,0,0,0
2005,ROS,Black Non Hispanic,M,Total,0,2,0
2005,ROS,Black Non Hispanic,F,Total,0,1,0
2005,ROS,Black Non Hispanic,M,<1,0,0,0
2005,ROS,Black Non Hispanic,F,85+,0,0,0
2005,ROS,Black Non Hispanic,M,75-84,0,0,0
2005,ROS,Black Non Hispanic,M,65-74,0,0,0
2005,ROS,Black Non Hispanic,F,65-74,0,1,0
2005,ROS,Black Non Hispanic,M,55-64,0,1,0
2005,ROS,Black Non Hispanic,F,55-64,0,0,0
2005,ROS,Black Non Hispanic,M,45-54,0,1,0
2005,ROS,Black Non Hispanic,F,45-54,0,0,0
2005,ROS,Black Non Hispanic,F,35-44,0,0,0
2005,ROS,Black Non Hispanic,F,1-9,0,0,0
2005,NYC,White Non Hispanic,M,Total,1,0,1
2005,NYC,White Non Hispanic,F,Total,0,0,0
2005,NYC,White Non Hispanic,F,85+,0,0,0
2005,NYC,White Non Hispanic,F,75-84,0,0,0
2005,NYC,White Non Hispanic,M,65-74,0,0,0
2005,NYC,White Non Hispanic,M,35-44,1,0,1
2005,NYC,Other Non Hispanic,M,Total,0,0,0
2005,NYC,Other Non Hispanic,F,Total,0,0,0
2005,NYC,Other Non Hispanic,M,85+,0,0,0
2005,NYC,Other Non Hispanic,F,65-74,0,0,0
2005,NYC,Other Non Hispanic,M,20-24,0,0,0
2005,NYC,Not Stated,F,Total,0,0,0
2005,NYC,Not Stated,F,35-44,0,0,0
2005,NYC,Hispanic,M,Total,38,1134,344
2005,NYC,Hispanic,F,Total,2,397,113
2005,NYC,Hispanic,M,<1,0,0,0
2005,NYC,Hispanic,F,<1,0,0,0
2005,NYC,Hispanic,M,85+,0,16,7
2005,NYC,Hispanic,F,85+,0,18,8
2005,NYC,Hispanic,M,75-84,1,68,22
2005,NYC,Hispanic,F,75-84,0,55,6
2005,NYC,Hispanic,M,65-74,1,170,22
2005,NYC,Hispanic,F,65-74,0,82,9
2005,NYC,Hispanic,M,55-64,4,321,39
2005,NYC,Hispanic,F,55-64,1,89,14
2005,NYC,Hispanic,M,45-54,6,373,80
2005,NYC,Hispanic,F,45-54,0,110,23
2005,NYC,Hispanic,M,35-44,10,144,71
2005,NYC,Hispanic,F,35-44,0,36,14
2005,NYC,Hispanic,M,25-34,9,30,64
2005,NYC,Hispanic,F,25-34,0,4,20
2005,NYC,Hispanic,M,20-24,7,10,24
2005,NYC,Hispanic,F,20-24,0,2,13
2005,NYC,Hispanic,M,10-19,0,2,15
2005,NYC,Hispanic,F,10-19,1,1,6
2005,NYC,Hispanic,M,1-9,0,0,0
2005,NYC,Hispanic,F,1-9,0,0,0
2005,NYC,Black Non Hispanic,M,Total,0,0,0
2005,NYC,Black Non Hispanic,M,85+,0,0,0
2005,NYC,Black Non Hispanic,M,75-84,0,0,0
2005,NYC,Black Non Hispanic,M,65-74,0,0,0
2004,ROS,White Non Hispanic,M,Total,0,3,0
2004,ROS,White Non Hispanic,F,Total,0,1,0
2004,ROS,White Non Hispanic,M,<1,0,0,0
2004,ROS,White Non Hispanic,F,<1,0,0,0
2004,ROS,White Non Hispanic,M,85+,0,0,0
2004,ROS,White Non Hispanic,F,85+,0,1,0
2004,ROS,White Non Hispanic,M,75-84,0,0,0
2004,ROS,White Non Hispanic,F,75-84,0,0,0
2004,ROS,White Non Hispanic,M,65-74,0,1,0
2004,ROS,White Non Hispanic,F,65-74,0,0,0
2004,ROS,White Non Hispanic,M,55-64,0,1,0
2004,ROS,White Non Hispanic,F,55-64,0,0,0
2004,ROS,White Non Hispanic,M,45-54,0,1,0
2004,ROS,White Non Hispanic,F,45-54,0,0,0
2004,ROS,White Non Hispanic,M,35-44,0,0,0
2004,ROS,White Non Hispanic,F,35-44,0,0,0
2004,ROS,White Non Hispanic,F,25-34,0,0,0
2004,ROS,White Non Hispanic,M,20-24,0,0,0
2004,ROS,Other Non Hispanic,M,Total,0,0,0
2004,ROS,Other Non Hispanic,F,Total,0,0,0
2004,ROS,Other Non Hispanic,M,<1,0,0,0
2004,ROS,Other Non Hispanic,M,85+,0,0,0
2004,ROS,Other Non Hispanic,F,65-74,0,0,0
2004,ROS,Other Non Hispanic,F,55-64,0,0,0
2004,ROS,Not Stated,M,Total,1,2,1
2004,ROS,Not Stated,F,Total,0,0,0
2004,ROS,Not Stated,M,<1,0,0,0
2004,ROS,Not Stated,F,<1,0,0,0
2004,ROS,Not Stated,M,85+,0,0,0
2004,ROS,Not Stated,F,85+,0,0,0
2004,ROS,Not Stated,F,75-84,0,0,0
2004,ROS,Not Stated,M,65-74,0,1,0
2004,ROS,Not Stated,F,65-74,0,0,0
2004,ROS,Not Stated,M,55-64,0,1,0
2004,ROS,Not Stated,M,45-54,0,0,0
2004,ROS,Not Stated,F,45-54,0,0,0
2004,ROS,Not Stated,M,35-44,1,0,1
2004,ROS,Not Stated,M,1-9,0,0,0
2004,ROS,Hispanic,M,Total,454,1330,647
2004,ROS,Hispanic,F,Total,42,604,143
2004,ROS,Hispanic,M,<1,0,0,0
2004,ROS,Hispanic,F,<1,0,0,1
2004,ROS,Hispanic,M,85+,3,39,6
2004,ROS,Hispanic,F,85+,0,49,4
2004,ROS,Hispanic,M,75-84,32,185,47
2004,ROS,Hispanic,F,75-84,2,126,15
2004,ROS,Hispanic,M,65-74,32,279,48
2004,ROS,Hispanic,F,65-74,4,135,8
2004,ROS,Hispanic,M,55-64,55,324,86
2004,ROS,Hispanic,F,55-64,5,126,17
2004,ROS,Hispanic,M,45-54,89,333,143
2004,ROS,Hispanic,F,45-54,6,121,37
2004,ROS,Hispanic,M,35-44,79,120,126
2004,ROS,Hispanic,F,35-44,2,34,29
2004,ROS,Hispanic,M,25-34,79,31,97
2004,ROS,Hispanic,F,25-34,9,10,12
2004,ROS,Hispanic,M,20-24,59,11,51
2004,ROS,Hispanic,F,20-24,8,2,9
2004,ROS,Hispanic,M,10-19,26,8,43
2004,ROS,Hispanic,F,10-19,6,1,11
2004,ROS,Hispanic,M,1-9,0,0,0
2004,ROS,Hispanic,F,1-9,0,0,0
2004,ROS,Black Non Hispanic,M,Total,0,3,0
2004,ROS,Black Non Hispanic,F,Total,0,0,0
2004,ROS,Black Non Hispanic,M,85+,0,0,0
2004,ROS,Black Non Hispanic,F,85+,0,0,0
2004,ROS,Black Non Hispanic,M,75-84,0,0,0
2004,ROS,Black Non Hispanic,F,75-84,0,0,0
2004,ROS,Black Non Hispanic,M,65-74,0,0,0
2004,ROS,Black Non Hispanic,F,65-74,0,0,0
2004,ROS,Black Non Hispanic,M,55-64,0,1,0
2004,ROS,Black Non Hispanic,F,55-64,0,0,0
2004,ROS,Black Non Hispanic,M,45-54,0,1,0
2004,ROS,Black Non Hispanic,M,35-44,0,1,0
2004,ROS,Black Non Hispanic,F,35-44,0,0,0
2004,ROS,Black Non Hispanic,M,10-19,0,0,0
2004,NYC,White Non Hispanic,M,Total,1,0,0
2004,NYC,White Non Hispanic,F,Total,0,0,0
2004,NYC,White Non Hispanic,M,85+,0,0,0
2004,NYC,White Non Hispanic,F,85+,0,0,0
2004,NYC,White Non Hispanic,M,75-84,0,0,0
2004,NYC,White Non Hispanic,F,75-84,0,0,0
2004,NYC,White Non Hispanic,M,65-74,0,0,0
2004,NYC,White Non Hispanic,F,65-74,0,0,0
2004,NYC,White Non Hispanic,M,55-64,0,0,0
2004,NYC,White Non Hispanic,F,55-64,0,0,0
2004,NYC,White Non Hispanic,M,45-54,0,0,0
2004,NYC,White Non Hispanic,F,45-54,0,0,0
2004,NYC,White Non Hispanic,M,35-44,1,0,0
2004,NYC,White Non Hispanic,M,25-34,0,0,0
2004,NYC,White Non Hispanic,M,10-19,0,0,0
2004,NYC,Other Non Hispanic,M,Total,0,0,0
2004,NYC,Other Non Hispanic,F,Total,0,0,0
2004,NYC,Other Non Hispanic,M,85+,0,0,0
2004,NYC,Other Non Hispanic,F,85+,0,0,0
2004,NYC,Other Non Hispanic,F,55-64,0,0,0
2004,NYC,Not Stated,M,Total,0,0,0
2004,NYC,Not Stated,F,Total,0,0,0
2004,NYC,Not Stated,F,85+,0,0,0
2004,NYC,Not Stated,M,65-74,0,0,0
2004,NYC,Not Stated,M,45-54,0,0,0
2004,NYC,Not Stated,M,35-44,0,0,0
2004,NYC,Hispanic,M,Total,28,1224,347
2004,NYC,Hispanic,F,Total,2,465,117
2004,NYC,Hispanic,M,<1,0,0,0
2004,NYC,Hispanic,F,<1,0,0,0
2004,NYC,Hispanic,M,85+,0,11,11
2004,NYC,Hispanic,F,85+,0,18,8
2004,NYC,Hispanic,M,75-84,0,88,21
2004,NYC,Hispanic,F,75-84,0,66,7
2004,NYC,Hispanic,M,65-74,1,196,28
2004,NYC,Hispanic,F,65-74,0,86,6
2004,NYC,Hispanic,M,55-64,2,313,44
2004,NYC,Hispanic,F,55-64,0,96,17
2004,NYC,Hispanic,M,45-54,2,382,63
2004,NYC,Hispanic,F,45-54,0,127,21
2004,NYC,Hispanic,M,35-44,7,175,71
2004,NYC,Hispanic,F,35-44,0,58,18
2004,NYC,Hispanic,M,25-34,10,47,53
2004,NYC,Hispanic,F,25-34,2,11,22
2004,NYC,Hispanic,M,20-24,3,11,35
2004,NYC,Hispanic,F,20-24,0,2,10
2004,NYC,Hispanic,M,10-19,3,1,21
2004,NYC,Hispanic,F,10-19,0,1,8
2004,NYC,Hispanic,M,1-9,0,0,0
2004,NYC,Hispanic,F,1-9,0,0,0
2004,NYC,Black Non Hispanic,M,Total,1,0,0
2004,NYC,Black Non Hispanic,F,Total,0,0,0
2004,NYC,Black Non Hispanic,M,<1,0,0,0
2004,NYC,Black Non Hispanic,F,<1,0,0,0
2004,NYC,Black Non Hispanic,M,75-84,0,0,0
2004,NYC,Black Non Hispanic,F,75-84,0,0,0
2004,NYC,Black Non Hispanic,M,55-64,0,0,0
2004,NYC,Black Non Hispanic,M,25-34,1,0,0
2003,ROS,White Non Hispanic,M,Total,2,8,3
2003,ROS,White Non Hispanic,F,Total,0,4,1
2003,ROS,White Non Hispanic,M,<1,0,0,0
2003,ROS,White Non Hispanic,F,<1,0,0,0
2003,ROS,White Non Hispanic,M,85+,0,0,0
2003,ROS,White Non Hispanic,F,85+,0,0,0
2003,ROS,White Non Hispanic,M,75-84,0,2,0
2003,ROS,White Non Hispanic,F,75-84,0,3,0
2003,ROS,White Non Hispanic,M,65-74,2,1,2
2003,ROS,White Non Hispanic,F,65-74,0,1,0
2003,ROS,White Non Hispanic,M,55-64,0,2,0
2003,ROS,White Non Hispanic,F,55-64,0,0,0
2003,ROS,White Non Hispanic,M,45-54,0,3,0
2003,ROS,White Non Hispanic,F,45-54,0,0,0
2003,ROS,White Non Hispanic,M,35-44,0,0,1
2003,ROS,White Non Hispanic,F,35-44,0,0,1
2003,ROS,White Non Hispanic,M,25-34,0,0,0
2003,ROS,White Non Hispanic,F,20-24,0,0,0
2003,ROS,White Non Hispanic,F,10-19,0,0,0
2003,ROS,Other Non Hispanic,M,Total,0,0,0
2003,ROS,Other Non Hispanic,F,Total,0,0,0
2003,ROS,Other Non Hispanic,F,85+,0,0,0
2003,ROS,Other Non Hispanic,M,75-84,0,0,0
2003,ROS,Other Non Hispanic,F,75-84,0,0,0
2003,ROS,Other Non Hispanic,M,65-74,0,0,0
2003,ROS,Other Non Hispanic,F,65-74,0,0,0
2003,ROS,Other Non Hispanic,F,55-64,0,0,0
2003,ROS,Not Stated,M,Total,0,1,1
2003,ROS,Not Stated,F,Total,0,0,0
2003,ROS,Not Stated,M,<1,0,0,0
2003,ROS,Not Stated,M,85+,0,0,0
2003,ROS,Not Stated,M,75-84,0,0,0
2003,ROS,Not Stated,F,75-84,0,0,0
2003,ROS,Not Stated,M,65-74,0,0,0
2003,ROS,Not Stated,F,65-74,0,0,0
2003,ROS,Not Stated,M,55-64,0,0,1
2003,ROS,Not Stated,F,55-64,0,0,0
2003,ROS,Not Stated,M,45-54,0,1,0
2003,ROS,Not Stated,F,45-54,0,0,0
2003,ROS,Not Stated,M,35-44,0,0,0
2003,ROS,Hispanic,M,Total,471,1399,637
2003,ROS,Hispanic,F,Total,52,616,148
2003,ROS,Hispanic,M,<1,0,0,0
2003,ROS,Hispanic,F,<1,0,0,0
2003,ROS,Hispanic,M,85+,13,45,22
2003,ROS,Hispanic,F,85+,0,31,2
2003,ROS,Hispanic,M,75-84,29,182,49
2003,ROS,Hispanic,F,75-84,0,148,6
2003,ROS,Hispanic,M,65-74,38,270,47
2003,ROS,Hispanic,F,65-74,0,121,10
2003,ROS,Hispanic,M,55-64,50,320,86
2003,ROS,Hispanic,F,55-64,6,121,19
2003,ROS,Hispanic,M,45-54,59,384,126
2003,ROS,Hispanic,F,45-54,15,140,40
2003,ROS,Hispanic,M,35-44,73,142,124
2003,ROS,Hispanic,F,35-44,9,52,31
2003,ROS,Hispanic,M,25-34,79,39,88
2003,ROS,Hispanic,F,25-34,12,2,21
2003,ROS,Hispanic,M,20-24,70,9,57
2003,ROS,Hispanic,F,20-24,4,1,15
2003,ROS,Hispanic,M,10-19,59,8,38
2003,ROS,Hispanic,F,10-19,4,0,4
2003,ROS,Hispanic,M,1-9,1,0,0
2003,ROS,Hispanic,F,1-9,2,0,0
2003,ROS,Black Non Hispanic,M,Total,3,3,0
2003,ROS,Black Non Hispanic,F,Total,0,0,0
2003,ROS,Black Non Hispanic,M,<1,0,0,0
2003,ROS,Black Non Hispanic,M,85+,0,0,0
2003,ROS,Black Non Hispanic,F,85+,0,0,0
2003,ROS,Black Non Hispanic,M,75-84,0,0,0
2003,ROS,Black Non Hispanic,F,75-84,0,0,0
2003,ROS,Black Non Hispanic,M,65-74,0,0,0
2003,ROS,Black Non Hispanic,F,65-74,0,0,0
2003,ROS,Black Non Hispanic,M,55-64,0,1,0
2003,ROS,Black Non Hispanic,F,55-64,0,0,0
2003,ROS,Black Non Hispanic,M,45-54,0,1,0
2003,ROS,Black Non Hispanic,F,45-54,0,0,0
2003,ROS,Black Non Hispanic,M,35-44,0,1,0
2003,ROS,Black Non Hispanic,F,35-44,0,0,0
2003,ROS,Black Non Hispanic,M,25-34,1,0,0
2003,ROS,Black Non Hispanic,M,20-24,1,0,0
2003,ROS,Black Non Hispanic,M,10-19,1,0,0
2003,ROS,Black Non Hispanic,F,1-9,0,0,0
2003,NYC,White Non Hispanic,M,Total,1,1,0
2003,NYC,White Non Hispanic,F,Total,0,0,0
2003,NYC,White Non Hispanic,F,85+,0,0,0
2003,NYC,White Non Hispanic,M,75-84,0,0,0
2003,NYC,White Non Hispanic,F,75-84,0,0,0
2003,NYC,White Non Hispanic,M,55-64,0,0,0
2003,NYC,White Non Hispanic,M,45-54,0,1,0
2003,NYC,White Non Hispanic,F,45-54,0,0,0
2003,NYC,White Non Hispanic,M,25-34,1,0,0
2003,NYC,Other Non Hispanic,F,Total,0,0,0
2003,NYC,Other Non Hispanic,F,55-64,0,0,0
2003,NYC,Not Stated,M,Total,1,0,0
2003,NYC,Not Stated,M,65-74,0,0,0
2003,NYC,Not Stated,M,35-44,0,0,0
2003,NYC,Not Stated,M,25-34,1,0,0
2003,NYC,Hispanic,M,Total,42,1296,329
2003,NYC,Hispanic,F,Total,3,446,132
2003,NYC,Hispanic,M,<1,0,1,0
2003,NYC,Hispanic,F,<1,0,0,0
2003,NYC,Hispanic,M,85+,0,14,11
2003,NYC,Hispanic,F,85+,0,11,5
2003,NYC,Hispanic,M,75-84,0,75,26
2003,NYC,Hispanic,F,75-84,0,52,10
2003,NYC,Hispanic,M,65-74,0,161,28
2003,NYC,Hispanic,F,65-74,0,74,13
2003,NYC,Hispanic,M,55-64,0,344,49
2003,NYC,Hispanic,F,55-64,0,106,24
2003,NYC,Hispanic,M,45-54,3,446,57
2003,NYC,Hispanic,F,45-54,1,126,25
2003,NYC,Hispanic,M,35-44,11,192,61
2003,NYC,Hispanic,F,35-44,0,61,25
2003,NYC,Hispanic,M,25-34,18,52,56
2003,NYC,Hispanic,F,25-34,1,13,19
2003,NYC,Hispanic,M,20-24,1,7,24
2003,NYC,Hispanic,F,20-24,1,0,6
2003,NYC,Hispanic,M,10-19,9,4,17
2003,NYC,Hispanic,F,10-19,0,3,5
2003,NYC,Hispanic,M,1-9,0,0,0
2003,NYC,Hispanic,F,1-9,0,0,0
2003,NYC,Black Non Hispanic,M,Total,1,0,0
2003,NYC,Black Non Hispanic,F,Total,0,0,1
2003,NYC,Black Non Hispanic,M,<1,0,0,0
2003,NYC,Black Non Hispanic,M,85+,0,0,0
2003,NYC,Black Non Hispanic,F,85+,0,0,0
2003,NYC,Black Non Hispanic,F,75-84,0,0,0
2003,NYC,Black Non Hispanic,M,65-74,0,0,0
2003,NYC,Black Non Hispanic,F,65-74,0,0,0
2003,NYC,Black Non Hispanic,M,55-64,0,0,0
2003,NYC,Black Non Hispanic,M,45-54,0,0,0
2003,NYC,Black Non Hispanic,F,45-54,0,0,0
2003,NYC,Black Non Hispanic,M,35-44,1,0,0
2003,NYC,Black Non Hispanic,F,35-44,0,0,1
2003,NYC,Black Non Hispanic,M,20-24,0,0,0
